ncaa_id,year,rapm,off_rapm,def_rapm,base_bpm,win_rate,games_played,total_minutes
5314615,2026,-7.59,-3.71,-3.34,-6.36,0.524,21,158.2
5314613,2026,-6.02,-3.81,-1.66,-4.98,0.565,23,297.1
5314612,2026,-6.0,-2.74,-2.69,-4.93,0.567,30,753.4999999999998
5314618,2026,-5.96,-2.58,-2.82,-4.93,0.571,28,407.2000000000001
5312352,2026,-8.01,-7.35,-0.12,-7.16,0.6,20,95.79999999999998
5314180,2026,-9.88,-4.21,-5.08,-7.99,0.421,19,172.70000000000005
5314181,2026,-16.79,-13.24,-2.95,-13.24,0.091,11,21.6
5314182,2026,-4.77,-1.9,-2.27,-2.89,0.423,26,513.5
5313716,2026,-1.57,-2.73,1.72,-0.46,0.556,27,232.29999999999995
5313718,2026,-0.26,-2.64,2.92,0.84,0.55,20,139.0
5101799,2026,-0.47,0.95,-1.08,0.37,0.5,32,681.3999999999999
5313125,2026,-14.63,-8.25,-6.04,-13.42,0.429,14,59.199999999999996
5196913,2026,9.84,6.02,4.05,8.6,0.867,30,501.50000000000006
5313012,2026,7.38,2.86,4.78,6.1,0.886,35,808.6000000000001
5312182,2026,-0.56,-0.34,0.37,1.11,0.464,28,353.20000000000005
5312188,2026,-0.65,-0.51,0.46,0.85,0.5,30,790.4999999999999
5312187,2026,-4.1,-2.25,-1.24,-2.6,0.5,30,570.1000000000001
5144153,2026,2.8,1.64,1.25,2.19,0.667,33,424.40000000000003
5142622,2026,5.08,3.2,1.95,4.33,0.688,32,325.3
5314822,2026,-1.16,-1.44,0.8,0.14,0.5,30,806.1000000000001
5186456,2026,8.83,4.53,4.29,6.58,0.943,35,466.9
5311896,2026,10.27,4.53,5.66,7.96,0.923,39,1105.6
5082206,2026,12.68,6.72,5.89,10.37,0.923,39,1162.3
5041953,2026,9.53,5.36,4.13,7.36,0.917,36,999.6000000000001
5311897,2026,10.95,3.13,7.86,8.76,0.962,26,89.29999999999997
5314450,2026,-4.72,-3.81,-0.44,-4.11,0.611,18,84.3
5314444,2026,2.11,2.73,-0.1,3.58,0.467,30,661.1000000000001
5314451,2026,-13.51,-9.58,-3.41,-12.05,0.467,30,326.2000000000001
5314445,2026,-10.1,-5.88,-3.68,-8.38,0.429,21,126.00000000000001
5314446,2026,-2.51,-1.94,-0.05,-1.05,0.467,30,643.6999999999999
5313004,2026,-3.34,-2.45,-0.3,-1.84,0.5,14,30.4
5313000,2026,-5.13,-2.61,-1.93,-3.49,0.471,17,71.4
5254339,2026,-4.95,-3.97,-0.38,-3.75,0.56,25,344.6
5313005,2026,-7.18,-4.53,-2.05,-5.85,0.533,30,426.9
5142718,2026,10.79,9.35,1.46,10.05,0.657,35,1216.8999999999996
5311908,2026,-1.92,-0.86,-0.99,-2.4,0.63,27,323.7
5313910,2026,-7.83,-8.21,0.82,-8.23,0.8,15,72.6
5313911,2026,2.78,0.04,3.08,3.0,0.625,32,718.8999999999999
5312599,2026,-7.41,-4.3,-2.51,-4.81,0.28,25,532.0
5312601,2026,-5.07,-1.91,-2.55,-2.89,0.364,11,199.60000000000002
5312602,2026,-5.61,-3.28,-1.74,-2.72,0.222,18,197.90000000000003
5312050,2026,-6.41,-3.55,-2.37,-4.37,0.333,30,925.2000000000002
5312051,2026,-7.01,-5.44,-1.15,-4.71,0.25,20,135.3
5312052,2026,-7.65,-4.28,-2.9,-5.92,0.389,18,119.09999999999998
5144090,2026,-6.58,-2.72,-3.38,-4.64,0.355,31,575.6
5313242,2026,-6.98,-3.32,-3.18,-5.11,0.367,30,659.1999999999998
5313243,2026,-1.78,0.74,-2.01,0.38,0.32,25,654.8
200562,2026,-10.03,-8.29,-1.27,-7.92,0.316,19,125.09999999999998
5215271,2026,-0.04,1.66,-1.1,1.29,0.533,30,881.8000000000002
5254322,2026,-2.98,-1.92,-0.46,-1.73,0.552,29,239.40000000000003
5254178,2026,-0.82,0.2,-0.9,-0.19,0.433,30,387.89999999999986
5173589,2026,-2.05,-3.29,1.44,-1.13,0.417,24,235.09999999999997
5313364,2026,-19.74,-14.06,-5.28,-19.16,0.583,12,19.299999999999997
5101774,2026,-0.8,-0.94,0.31,-0.02,0.429,28,748.8000000000002
5101846,2026,-4.45,-4.95,0.39,-3.82,0.318,22,351.40000000000003
5313365,2026,-9.43,-6.85,-2.12,-8.72,0.588,17,62.9
5313836,2026,-0.91,0.22,-0.52,1.09,0.4,30,393.70000000000005
5101850,2026,2.79,1.93,1.03,2.82,0.581,31,529.0
5311826,2026,-6.79,-7.04,0.63,-6.97,0.727,11,73.29999999999998
5311829,2026,1.57,1.55,0.19,1.6,0.581,31,982.4999999999999
5311831,2026,-1.0,-1.51,0.61,-0.96,0.542,24,206.99999999999994
5315804,2026,-5.11,-6.91,2.33,-4.37,0.618,34,242.29999999999995
5315806,2026,4.52,1.23,3.8,4.59,0.741,27,576.8000000000001
5237588,2026,-2.13,-0.75,-0.82,-0.88,0.531,32,1019.8
5095152,2026,4.79,3.88,0.93,4.91,0.485,33,1078.5000000000002
5313082,2026,-9.71,-6.38,-2.86,-7.15,0.222,18,172.00000000000003
5313085,2026,-4.85,-1.58,-2.76,-2.26,0.241,29,931.1
5313079,2026,-7.11,-2.98,-3.65,-4.48,0.211,19,171.20000000000002
5313080,2026,-10.92,-7.02,-3.45,-8.86,0.312,16,194.00000000000003
5313075,2026,-7.26,-3.99,-2.76,-4.68,0.241,29,928.9999999999999
5313076,2026,-9.88,-5.36,-4.01,-7.17,0.214,28,791.5
5313081,2026,-9.07,-8.07,-0.4,-6.74,0.333,12,141.70000000000002
5313853,2026,2.28,0.96,1.84,3.01,0.618,34,774.9999999999999
5313852,2026,1.27,0.61,1.19,1.91,0.636,33,529.5999999999999
5313868,2026,-1.44,-0.45,-0.43,-0.66,0.625,32,503.1000000000001
5313873,2026,3.93,4.36,0.13,4.81,0.606,33,832.1999999999998
5313131,2026,-3.57,-2.24,-0.8,-2.1,0.469,32,962.4999999999999
5313133,2026,-7.21,-4.76,-1.98,-5.21,0.333,18,117.60000000000001
5313134,2026,-8.42,-6.06,-1.83,-6.95,0.469,32,412.90000000000003
5313257,2026,-7.73,-3.86,-3.33,-5.47,0.316,19,266.4
5116155,2026,-4.38,-3.53,-0.33,-1.97,0.276,29,538.5
5313261,2026,-5.16,-0.95,-3.8,-2.91,0.25,12,65.1
5314460,2026,-3.83,0.62,-3.86,-2.33,0.5,32,1084.7
5314461,2026,-5.79,-1.68,-3.51,-4.21,0.485,33,1000.7999999999998
5314463,2026,-4.02,-1.91,-1.51,-2.42,0.481,27,533.8000000000001
5314458,2026,-13.3,-10.37,-2.41,-10.07,0.118,17,93.69999999999999
5314456,2026,-9.65,-5.75,-3.34,-7.25,0.3,30,715.5000000000002
5312304,2026,-12.89,-6.56,-5.82,-9.46,0.071,14,113.1
5314457,2026,-12.13,-9.72,-1.87,-9.23,0.19,21,95.3
5314831,2026,0.15,-2.6,3.28,0.37,0.722,18,190.60000000000002
5314832,2026,-3.86,-4.01,0.68,-3.71,0.735,34,701.1999999999999
5314834,2026,1.17,-0.48,2.17,1.55,0.688,16,97.8
5217184,2026,6.03,3.63,2.54,4.6,0.857,21,113.49999999999997
5313658,2026,-0.01,-0.97,1.28,0.58,0.545,22,90.89999999999999
5313656,2026,0.89,-0.35,1.63,1.09,0.657,35,593.8999999999999
5041948,2026,-4.65,-5.59,1.11,-6.42,0.941,17,81.1
5101761,2026,6.46,4.96,1.59,5.36,0.762,21,612.8
5311967,2026,8.62,4.52,4.11,7.73,0.686,35,771.1999999999999
5311968,2026,2.9,1.58,1.92,1.9,1.0,10,10.2
5311969,2026,2.63,-0.44,3.23,1.81,0.741,27,245.5
5144135,2026,-5.0,-3.59,-0.85,-3.6,0.5,32,682.1
5312312,2026,0.55,2.1,-1.0,2.12,0.464,28,441.8
5312311,2026,-7.44,-4.57,-2.31,-5.67,0.423,26,333.4
5312315,2026,-1.01,-1.46,1.01,0.4,0.5,32,853.6999999999998
5312257,2026,2.56,4.02,-1.37,3.17,0.423,26,161.79999999999998
5312256,2026,0.95,-1.36,2.48,1.68,0.433,30,479.69999999999993
5312258,2026,2.77,3.51,-0.63,3.51,0.407,27,718.0000000000001
5281379,2026,2.78,-1.0,3.75,1.87,0.667,21,106.39999999999998
5311916,2026,2.55,0.49,2.26,1.8,0.75,12,40.199999999999996
5041958,2026,2.99,-0.98,3.95,2.02,0.686,35,905.4
5252599,2026,1.35,-3.67,5.17,0.79,0.688,16,66.1
5291864,2026,2.18,0.08,2.08,1.53,0.621,29,336.5
5041955,2026,13.24,8.86,4.28,12.37,0.625,24,696.5999999999999
5258459,2026,9.45,8.22,1.44,9.57,0.581,31,1088.5
5312293,2026,3.51,-0.34,4.07,3.6,0.594,32,465.8
5313950,2026,-13.44,-7.64,-5.36,-10.53,0.136,22,270.0
5312446,2026,-7.11,-3.53,-2.98,-4.07,0.192,26,643.5999999999999
5312447,2026,-10.26,-4.15,-5.51,-7.42,0.231,13,208.00000000000006
5312445,2026,-13.79,-8.06,-5.13,-10.05,0.053,19,450.99999999999994
5313127,2026,-7.68,-5.5,-1.62,-5.39,0.323,31,290.9
5313126,2026,-3.4,-2.1,-0.77,-0.68,0.222,18,406.2
4706561,2026,-7.05,-5.85,-0.64,-4.53,0.276,29,640.6999999999999
5236222,2026,3.2,4.2,-0.48,3.68,0.667,33,1138.3999999999999
5144495,2026,-2.43,-1.22,-1.39,-1.79,0.286,14,387.6
5101762,2026,0.23,-1.26,1.61,0.01,0.607,28,487.4
5312163,2026,-1.1,-3.16,2.58,-0.62,0.667,33,585.4999999999999
5144106,2026,-1.63,-0.12,-1.47,-0.89,0.368,19,121.20000000000002
5101776,2026,-0.79,-0.73,0.05,-0.35,0.469,32,761.0000000000001
5236333,2026,0.11,-1.52,2.05,0.43,0.647,34,895.6
5312035,2026,2.05,1.14,0.83,0.51,0.769,39,557.6999999999999
5314474,2026,-7.23,-6.78,0.1,-4.96,0.318,22,255.40000000000003
5314470,2026,-3.71,-0.19,-3.01,-1.6,0.333,27,769.5000000000001
5313501,2026,-11.68,-8.61,-2.52,-8.95,0.227,22,96.4
5313925,2026,3.2,1.26,2.19,3.1,0.645,31,445.09999999999997
5313924,2026,1.04,0.24,1.02,0.91,0.636,22,467.80000000000007
5196946,2026,4.46,1.86,2.6,3.87,0.618,34,968.9
5311725,2026,-10.43,-7.61,-2.22,-7.77,0.269,26,324.2
5311726,2026,-9.73,-6.05,-3.07,-6.88,0.231,26,603.1
5311728,2026,-7.93,-4.03,-3.3,-5.48,0.31,29,283.5
5314225,2026,3.01,3.48,0.09,4.26,0.531,32,1085.9
5314227,2026,-2.34,-1.5,-0.28,-1.09,0.531,32,288.4
5314228,2026,-4.83,-1.06,-3.26,-3.9,0.571,14,46.0
5314226,2026,-3.29,-2.81,0.09,-2.12,0.548,31,553.0
5248294,2026,-5.62,-5.61,0.33,-6.91,0.929,14,35.4
5196916,2026,6.96,3.48,3.58,5.45,0.848,33,931.0
5307570,2026,-0.79,-1.7,1.25,-2.08,0.929,14,14.4
5152763,2026,6.94,2.26,4.8,5.49,0.85,40,552.2
5311523,2026,1.99,0.36,1.54,2.13,0.429,35,1086.3000000000002
5196939,2026,-5.82,-6.54,0.67,-5.27,0.364,11,35.4
5240272,2026,-4.7,-5.08,0.98,-2.95,0.45,20,199.3
5144099,2026,3.19,2.99,0.11,3.33,0.429,35,871.0999999999998
5313575,2026,-2.21,-0.68,-1.05,-0.68,0.438,32,683.6
5313578,2026,-7.8,-3.85,-3.52,-5.3,0.214,14,127.3
5313579,2026,-2.89,-0.67,-1.73,-1.36,0.438,32,548.8000000000001
5313580,2026,-3.49,-2.38,-0.62,-1.96,0.438,32,584.5000000000001
5313581,2026,-5.21,-3.66,-1.07,-3.68,0.433,30,528.6
5311928,2026,7.55,4.32,3.32,6.98,0.657,35,798.1999999999999
5101787,2026,0.69,2.4,-1.45,0.62,0.643,14,89.20000000000002
5215270,2026,0.54,-2.84,3.39,-0.62,0.733,30,202.39999999999998
5312048,2026,2.06,0.31,1.76,1.18,0.686,35,705.1999999999999
5252600,2026,-0.58,-2.19,1.68,-1.62,0.741,27,195.39999999999998
5144103,2026,1.21,-2.36,3.57,-0.04,0.75,16,78.50000000000001
5313679,2026,-1.87,-1.96,0.61,-0.4,0.464,28,387.70000000000005
5312079,2026,1.41,0.78,1.11,2.06,0.613,31,903.1999999999999
5312078,2026,-1.82,-4.19,2.83,-0.69,0.5,16,127.6
5101806,2026,-1.86,-2.72,1.34,-1.22,0.613,31,603.1999999999999
5313383,2026,-11.52,-7.55,-3.41,-7.95,0.067,30,279.80000000000007
5313379,2026,-8.65,-3.25,-4.85,-5.03,0.048,21,489.8
5313380,2026,-15.99,-8.78,-6.66,-12.56,0.087,23,207.19999999999996
5313384,2026,-9.18,-2.54,-6.03,-5.53,0.071,14,93.10000000000004
5313381,2026,-6.89,-1.62,-4.7,-3.32,0.067,30,1091.1000000000004
5313382,2026,-9.79,-5.45,-3.79,-6.26,0.071,28,611.8999999999999
5313686,2026,1.31,0.92,0.94,2.5,0.538,26,525.1999999999999
5313687,2026,-3.54,-2.71,-0.28,-2.38,0.542,24,585.1999999999999
5101852,2026,-0.08,-1.28,1.34,0.29,0.5,24,381.0
5196876,2026,0.01,-2.26,2.44,0.04,0.581,31,385.4
5314513,2026,-8.05,-4.63,-2.86,-5.76,0.321,28,383.2
5314515,2026,-11.22,-8.48,-2.2,-8.66,0.261,23,185.2
5314516,2026,-4.38,1.19,-5.02,-2.23,0.346,26,667.2
5314517,2026,-7.37,-4.34,-2.47,-5.14,0.333,30,437.5
5311892,2026,8.05,5.6,2.85,7.38,0.833,12,81.30000000000003
5311890,2026,4.47,2.88,1.95,4.01,0.771,35,828.5
5313119,2026,-5.48,-2.69,-2.32,-3.05,0.25,28,678.8
5313121,2026,-10.33,-9.09,-0.78,-7.96,0.259,27,166.99999999999997
5311583,2026,-10.76,-7.67,-2.61,-8.72,0.333,21,219.60000000000002
5311579,2026,-8.82,-4.25,-4.15,-6.77,0.3,20,324.8
5311581,2026,-7.51,-5.96,-1.08,-5.62,0.357,28,295.7
5311580,2026,-2.49,-2.35,0.34,-0.46,0.333,30,925.5999999999999
5314642,2026,-9.16,-6.02,-2.69,-7.41,0.375,24,170.4
5314643,2026,-2.26,-0.04,-1.74,-0.64,0.414,29,744.5000000000001
5313308,2026,-4.28,-0.5,-3.27,-1.8,0.259,27,480.9
5189001,2026,2.65,2.8,0.41,3.48,0.613,31,1013.9000000000001
5313206,2026,0.3,2.58,-1.68,1.13,0.633,30,1091.5000000000002
5313202,2026,1.12,1.08,0.6,1.96,0.613,31,475.4000000000001
5313035,2026,-4.61,-2.25,-1.89,-2.11,0.231,26,369.80000000000007
5313034,2026,-20.25,-14.39,-5.48,-17.71,0.182,11,37.7
5314508,2026,-3.58,-3.39,0.36,-2.58,0.571,21,227.10000000000002
5314509,2026,-2.53,-2.52,0.53,-1.68,0.6,20,450.20000000000005
5314510,2026,-6.55,-3.79,-2.17,-5.22,0.533,15,158.7
5314511,2026,-2.83,0.4,-2.67,-1.89,0.594,32,972.3
5314514,2026,-9.8,-6.52,-2.67,-8.65,0.571,14,97.5
5254317,2026,-5.88,-5.16,-0.22,-5.26,0.625,24,191.49999999999997
5196954,2026,3.17,2.07,1.62,3.59,0.677,31,405.70000000000005
5311937,2026,-7.9,-5.91,-1.82,-6.58,0.323,31,474.2
5313269,2026,-4.15,-2.76,-0.83,-2.82,0.515,33,409.6999999999999
5313270,2026,-0.38,1.45,-1.27,0.95,0.515,33,1123.6
5313272,2026,-10.6,-6.57,-3.5,-8.84,0.412,17,81.5
5180818,2026,-3.43,-3.09,0.22,-2.1,0.515,33,1042.7
5144151,2026,-5.85,-7.23,1.54,-6.13,0.636,22,119.79999999999998
5314308,2026,-9.81,-6.07,-3.18,-7.58,0.333,27,435.7000000000001
4904926,2026,-11.79,-7.34,-3.9,-9.06,0.227,22,240.29999999999998
5311735,2026,0.06,1.12,-0.49,0.94,0.606,33,1051.0
5314284,2026,-4.92,-0.84,-3.58,-2.7,0.304,23,483.8000000000001
5314285,2026,-3.07,-0.59,-1.96,-0.83,0.31,29,431.8
5311861,2026,-0.71,-1.5,1.34,0.2,0.591,22,425.1
5313860,2026,-10.67,-5.63,-4.52,-8.32,0.294,17,58.60000000000001
5313861,2026,0.11,-1.05,1.71,2.45,0.31,29,520.6999999999999
5115354,2026,2.83,1.79,1.6,5.23,0.3,30,920.7999999999998
5313859,2026,-4.15,-1.85,-1.7,-1.75,0.32,25,527.1
5312289,2026,0.75,0.43,0.53,0.84,0.588,34,507.0
5041938,2026,-2.12,-2.39,0.46,-2.12,0.594,32,225.89999999999998
5101840,2026,4.31,2.74,1.68,4.68,0.481,27,538.3999999999999
5314725,2026,-6.24,-4.44,-1.31,-3.74,0.25,12,104.7
5311995,2026,1.89,-0.96,2.95,1.72,0.588,34,422.00000000000006
5313163,2026,-0.84,-1.37,1.05,0.3,0.533,30,655.4
5313164,2026,-1.48,-1.17,0.2,-0.48,0.556,27,672.1
201704,2026,0.55,0.43,0.63,1.39,0.583,12,109.2
5313731,2026,-2.0,-0.54,-0.91,-1.32,0.64,25,652.4999999999999
5313732,2026,-2.88,-1.94,-0.4,-2.12,0.619,21,196.8
5254316,2026,0.41,0.9,0.03,1.88,0.467,30,707.0000000000001
5221328,2026,-3.63,-2.58,-0.49,-1.17,0.286,28,820.1
5236224,2026,-10.36,-6.95,-2.87,-7.86,0.273,22,148.79999999999998
5254321,2026,-5.17,-1.96,-2.8,-3.55,0.385,13,136.2
5311843,2026,-1.35,-2.68,1.5,-2.53,0.824,17,136.7
5314681,2026,-13.4,-11.04,-1.85,-10.01,0.077,13,66.1
5314680,2026,-7.44,-4.05,-2.85,-4.16,0.111,18,112.20000000000003
5311842,2026,4.39,3.83,0.58,3.69,0.649,37,597.5000000000001
5314682,2026,-8.8,-6.19,-2.05,-6.34,0.286,28,345.3
5313030,2026,6.46,3.9,2.83,5.82,0.76,25,144.5
5311846,2026,7.52,5.44,2.21,6.19,0.833,36,998.7000000000002
5312144,2026,-0.44,-0.09,0.24,1.06,0.5,32,850.8000000000001
5313031,2026,5.83,1.96,4.21,5.11,0.812,32,891.4
198967,2026,-7.26,-7.38,0.72,-5.76,0.5,32,412.8
5311844,2026,7.35,2.64,4.84,6.02,0.833,36,758.1000000000001
5237435,2026,-2.61,-2.2,-0.18,-2.03,0.5,26,294.70000000000005
5150404,2026,9.54,4.14,5.53,8.21,0.833,36,867.0000000000002
5311845,2026,3.65,-1.83,5.75,2.29,0.909,11,13.599999999999998
5311929,2026,2.39,-0.78,3.3,1.3,0.783,23,133.2
5221321,2026,4.03,2.25,1.76,3.15,0.667,33,1005.7999999999998
5311930,2026,-3.7,-5.95,2.21,-4.3,0.6,15,91.50000000000001
5144086,2026,5.86,4.02,2.03,6.95,0.375,32,935.5
5248300,2026,-3.92,-4.37,0.58,-3.25,0.429,28,223.20000000000002
5196920,2026,1.63,0.01,1.8,2.72,0.375,32,836.2
5142621,2026,7.63,3.34,4.31,6.12,0.811,37,918.4000000000003
5149077,2026,12.96,7.22,5.76,11.45,0.811,37,1172.1999999999998
5041942,2026,3.77,-0.44,4.21,2.06,0.844,32,443.2999999999999
5196911,2026,-3.71,-2.14,-1.33,-2.94,0.462,13,67.2
5293246,2026,-0.47,-3.35,2.99,-0.5,0.562,32,514.9000000000001
5311938,2026,2.42,1.64,0.9,2.22,0.6,35,582.5
5313894,2026,-4.41,-1.71,-2.36,-1.06,0.0,14,189.4
5313898,2026,-6.94,-3.82,-2.71,-3.88,0.094,32,861.5999999999999
5313897,2026,-11.1,-8.42,-2.28,-7.96,0.069,29,334.3999999999999
5313899,2026,-7.82,-2.76,-4.65,-4.76,0.094,32,927.6
5313901,2026,-9.89,-2.91,-6.74,-6.79,0.0,10,33.5
5313896,2026,-5.73,-1.88,-3.65,-2.73,0.0,12,64.10000000000001
5313193,2026,-0.68,-2.07,1.95,0.54,0.536,28,351.29999999999995
5313893,2026,-4.08,-1.24,-2.43,-1.02,0.094,32,957.3
5313199,2026,-9.95,-7.28,-2.13,-7.68,0.316,19,208.29999999999998
5313200,2026,-4.69,-2.78,-1.35,-3.29,0.5,30,376.5000000000001
5313194,2026,-2.36,-0.65,-1.11,-1.69,0.667,18,173.4
5313195,2026,-5.63,-3.65,-1.45,-4.57,0.556,18,172.4
5314820,2026,-7.59,-4.15,-2.95,-5.23,0.273,22,130.9
5314817,2026,-11.7,-8.91,-2.28,-9.4,0.292,24,78.99999999999997
5314818,2026,-6.92,-5.85,-0.57,-4.69,0.308,26,309.90000000000003
5313360,2026,-2.47,-1.44,-0.43,-1.15,0.536,28,448.29999999999984
5313358,2026,3.04,3.43,0.21,4.21,0.567,30,909.9999999999999
5314377,2026,0.99,0.88,0.67,1.72,0.633,30,814.7
5314375,2026,-4.41,-7.07,3.27,-3.74,0.667,27,372.6
5314372,2026,1.34,-0.87,2.81,2.07,0.654,26,369.8
5314376,2026,-6.07,-5.15,-0.36,-5.39,0.643,28,748.7000000000002
5313048,2026,3.28,1.73,2.15,4.0,0.656,32,774.6
5101773,2026,-7.86,-4.95,-2.39,-7.73,0.733,15,58.3
5313050,2026,-0.14,-2.19,2.65,0.68,0.636,22,288.4
5196914,2026,6.28,0.72,5.58,5.4,0.686,35,505.7
5142710,2026,5.07,1.31,3.78,4.19,0.686,35,512.9
5164559,2026,8.12,4.9,3.21,7.15,0.686,35,1038.6
5311527,2026,2.01,-0.89,2.84,1.14,0.645,31,334.7
5311526,2026,3.52,0.19,3.5,3.05,0.679,28,194.00000000000003
5196942,2026,-8.27,-8.27,0.4,-8.94,0.833,12,41.79999999999999
5312979,2026,-1.44,-1.47,0.49,1.33,0.176,17,164.29999999999998
5312977,2026,-5.89,-5.11,-0.27,-3.54,0.286,28,550.3
5196921,2026,-0.3,3.72,-3.5,1.93,0.308,26,878.7
5101834,2026,-12.05,-7.74,-3.77,-9.32,0.227,22,233.4
5313277,2026,-6.43,-2.3,-3.61,-3.89,0.25,28,772.8000000000002
5313274,2026,-8.13,-7.33,-0.32,-5.85,0.286,21,224.1
5313266,2026,-9.91,-8.4,-0.91,-9.14,0.647,17,59.5
5311850,2026,0.83,2.12,-0.93,0.9,0.667,15,79.1
5311851,2026,-0.11,-1.25,1.61,0.92,0.533,30,455.6999999999999
5311849,2026,-1.8,-1.84,0.52,-0.9,0.562,32,752.3000000000001
5311528,2026,-0.83,-3.35,2.69,-1.1,0.636,11,72.4
5312164,2026,5.0,4.7,0.89,4.95,0.81,21,163.9
5311862,2026,-3.3,-2.04,-0.77,-0.88,0.258,31,856.9000000000002
5312014,2026,2.73,2.21,0.61,1.82,0.727,33,803.0999999999998
5217193,2026,4.79,2.41,2.86,3.99,0.9,10,33.2
5144097,2026,3.22,2.0,1.31,2.31,0.727,33,737.1000000000001
5095151,2026,13.66,8.41,5.45,12.7,0.792,24,751.3000000000001
5312913,2026,-6.52,-5.16,-0.81,-4.24,0.321,28,534.3000000000001
5311838,2026,-8.26,-5.73,-1.93,-8.81,0.909,11,16.4
5314191,2026,-4.35,-2.27,-1.52,-3.67,0.643,28,382.6000000000001
4873144,2026,-3.77,-2.25,-1.48,-2.5,0.269,26,318.09999999999997
5314193,2026,-5.02,-3.66,-0.82,-4.47,0.657,35,594.8000000000001
5312025,2026,-2.98,-1.19,-1.67,-2.01,0.367,30,791.6999999999999
5311836,2026,-9.93,-6.29,-3.55,-9.27,0.417,12,30.299999999999997
5144108,2026,2.14,1.73,0.63,3.04,0.429,28,897.1999999999997
5312026,2026,-1.04,0.46,-1.4,-0.23,0.387,31,706.8
5314195,2026,1.99,0.64,1.88,2.53,0.657,35,982.9
5312028,2026,-2.31,-1.73,-0.3,-2.11,0.6,15,212.0
5217197,2026,-5.13,-5.5,0.5,-3.69,0.278,18,112.59999999999998
5101827,2026,-0.51,-0.65,0.3,-0.61,0.6,30,396.2
5311839,2026,-9.28,-6.73,-1.95,-9.78,0.9,10,17.1
5176370,2026,1.27,2.06,-0.23,3.44,0.345,29,793.2
5314499,2026,-3.55,-1.03,-1.97,-2.86,0.636,22,229.09999999999997
5314755,2026,-7.5,-4.27,-2.71,-5.76,0.407,27,438.8000000000002
5183116,2026,-7.09,-5.51,-1.02,-5.9,0.538,26,326.30000000000007
5314757,2026,-3.54,-0.25,-2.77,-2.15,0.484,31,553.4000000000002
5314756,2026,-12.91,-8.16,-4.25,-11.0,0.364,11,60.4
5313754,2026,-0.23,-0.24,0.43,0.55,0.556,27,484.8
5314331,2026,-0.71,0.31,-0.46,0.4,0.556,27,582.5
5313752,2026,2.86,2.82,0.36,3.49,0.533,30,832.8999999999999
5314333,2026,-9.99,-8.86,-0.6,-8.67,0.5,16,142.5
5313756,2026,-3.81,-2.47,-1.01,-3.23,0.548,31,272.6000000000001
5281347,2026,3.98,1.95,2.0,3.26,0.625,32,500.1
5095153,2026,0.54,1.07,-0.62,-0.32,0.629,35,419.5000000000001
5101849,2026,7.12,2.72,4.34,6.4,0.611,36,814.3999999999996
5313054,2026,-0.49,2.3,-2.39,1.25,0.355,31,896.1999999999999
5313053,2026,-3.1,-3.15,0.46,-1.35,0.355,31,620.5
5313138,2026,-3.93,-5.78,2.29,-3.44,0.621,29,293.1
5220874,2026,1.11,-1.18,2.44,1.95,0.406,32,644.9000000000001
5142708,2026,1.63,0.79,0.94,2.3,0.417,24,290.50000000000006
5311740,2026,1.29,0.41,0.96,2.04,0.393,28,515.5
5164560,2026,0.14,-0.86,1.26,0.21,0.613,31,510.69999999999993
5041949,2026,1.87,1.88,0.25,2.58,0.484,31,798.1999999999999
5311991,2026,2.61,4.39,-1.57,3.54,0.419,31,976.3000000000001
5311993,2026,-4.35,-6.03,1.88,-4.4,0.611,18,76.49999999999999
5312332,2026,-6.57,-4.07,-1.94,-4.33,0.333,30,460.6
5312333,2026,-5.98,-3.11,-2.31,-3.75,0.333,30,865.9999999999999
5142709,2026,3.69,1.13,2.64,2.89,0.7,30,715.9
5314342,2026,-6.51,-2.48,-3.43,-3.76,0.25,16,423.00000000000006
5101809,2026,5.06,3.17,2.04,4.23,0.743,35,1093.4
5311984,2026,-0.94,-4.38,3.67,-1.63,0.75,32,251.90000000000006
5311986,2026,6.32,4.98,1.59,5.36,0.815,27,254.49999999999997
5281366,2026,-0.17,-1.08,1.1,-0.96,0.758,33,491.4000000000001
5314341,2026,-14.42,-9.02,-4.81,-11.67,0.25,12,91.6
5314340,2026,-6.44,-4.13,-1.71,-3.36,0.185,27,807.9
5314183,2026,-8.54,-5.82,-2.22,-6.87,0.417,24,371.20000000000005
5314185,2026,-11.18,-9.16,-1.62,-8.51,0.167,12,71.1
5258958,2026,-9.51,-6.87,-2.36,-7.97,0.333,15,82.00000000000001
5311863,2026,-8.87,-3.82,-4.58,-6.51,0.263,19,202.3
5314282,2026,-3.66,-3.3,0.09,-4.1,0.812,16,96.10000000000002
5312654,2026,-5.55,-3.69,-1.31,-4.55,0.577,26,329.3
5312655,2026,-7.9,-7.39,0.04,-6.79,0.556,27,386.79999999999995
5312656,2026,-4.32,-2.03,-1.69,-2.94,0.524,21,212.6
5313548,2026,-0.99,1.22,-1.65,-0.26,0.633,30,543.7
5313546,2026,-2.82,-1.86,-0.4,-2.15,0.645,31,534.9000000000001
5313547,2026,-3.21,-2.19,-0.46,-2.54,0.645,31,834.7999999999997
5313550,2026,1.95,-0.67,3.18,2.62,0.645,31,612.2000000000002
5254318,2026,-8.1,-7.59,-0.02,-7.69,0.667,12,39.3
5311865,2026,-4.47,-5.67,1.67,-1.94,0.233,30,433.49999999999994
5311921,2026,-2.64,-4.76,2.23,-2.08,0.444,27,346.5
